job_id,scene_id,panel,domain,condition,profile,system_prompt_path,image_variant,image_path,image_sha256,cost_level,x_efficiency,y_efficiency,efficiency_penalty_percent,task_prompt_path,task_prompt_sha256,system_prompt_sha256,repetition,v5_job_id,robustness_variant,v5_profile,v5_system_prompt_path,v5_task_prompt_path,designated_organization,designated_output_key,source_v4_job_id
v4_0529,heldout_05,v3_heldout_fixed_panel,transit_depot,target_clear,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_05_target_clear.jpg,b2c44f26159afdbf104489f6fff1f45cf68e156790d0634721fee8e44fb8195b,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,1,V5_0304,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0529
v4_0530,heldout_05,v3_heldout_fixed_panel,transit_depot,target_clear,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_05_target_clear.jpg,b2c44f26159afdbf104489f6fff1f45cf68e156790d0634721fee8e44fb8195b,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,2,V5_0305,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0530
v4_0531,heldout_05,v3_heldout_fixed_panel,transit_depot,target_clear,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_05_target_clear.jpg,b2c44f26159afdbf104489f6fff1f45cf68e156790d0634721fee8e44fb8195b,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,3,V5_0306,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0531
v4_0547,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1,V5_0307,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0547
v4_0548,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2,V5_0308,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0548
v4_0549,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3,V5_0309,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0549
v4_0565,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1,V5_0310,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0565
v4_0566,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2,V5_0311,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0566
v4_0567,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3,V5_0312,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0567
v4_0583,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1,V5_0313,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0583
v4_0584,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2,V5_0314,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0584
v4_0585,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3,V5_0315,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0585
v4_0601,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1,V5_0316,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0601
v4_0602,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2,V5_0317,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0602
v4_0603,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3,V5_0318,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0603
v4_0619,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,1,V5_0319,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0619
v4_0620,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,2,V5_0320,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0620
v4_0621,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,3,V5_0321,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0621
v4_0637,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,1,V5_0322,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0637
v4_0638,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,2,V5_0323,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0638
v4_0639,heldout_06,v3_heldout_fixed_panel,community_classroom,target_subtle,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,3,V5_0324,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0639
v4_0655,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1,V5_0325,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0655
v4_0656,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2,V5_0326,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0656
v4_0657,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3,V5_0327,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0657
v4_0673,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1,V5_0328,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0673
v4_0674,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2,V5_0329,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0674
v4_0675,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3,V5_0330,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0675
v4_0691,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1,V5_0331,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0691
v4_0692,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2,V5_0332,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0692
v4_0693,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3,V5_0333,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0693
v4_0709,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1,V5_0334,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0709
v4_0710,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2,V5_0335,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0710
v4_0711,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3,V5_0336,P1,cue_bound,experiments/v5_robustness/prompts/P1/system_cue_bound.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0711
v4_0727,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,1,V5_0337,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0727
v4_0728,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,2,V5_0338,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0728
v4_0729,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,3,V5_0339,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0729
v4_0745,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,1,V5_0340,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0745
v4_0746,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,2,V5_0341,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0746
v4_0747,heldout_07,v3_heldout_fixed_panel,water_lab,target_subtle,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,3,V5_0342,P1,generalized,experiments/v5_robustness/prompts/P1/system_generalized.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0747
v4_0763,heldout_08,v3_heldout_fixed_panel,wildlife_station,target_subtle,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_08_clean.jpg,4a94bc2061f06199392b2819ef9623a5ccc9010ceb0a152e1818f9e1d56cf107,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1,V5_0343,P1,neutral,experiments/v5_robustness/prompts/P1/system_neutral.txt,experiments/v5_robustness/prompts/P1/task_costly.txt,X,x,v4_0763
