step4_job_id,execution_order,source_v5_job_id,source_v4_job_id,panel,scene_id,domain,condition,profile,image_variant,image_path,image_sha256,system_prompt_path,system_prompt_sha256,task_prompt_path,task_prompt_sha256,repetition,designated_organization,designated_output_key,x_efficiency,y_efficiency,efficiency_penalty_percent,provider,model_id,temperature,candidate_count,reasoning_effort,response_mode,execution_seed
CM_0065,42,V5_0065,v4_0386,v3_heldout_fixed_panel,heldout_04,coastal_monitoring,target_clear,cue_bound,modified,data/images/heldout/modified/heldout_04_target_clear.jpg,f6ebe321e4bcef0af98eb6499b2c392307067ecfe5a79fbd648cea8251e04d4c,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0041,43,V5_0041,v4_0242,v3_heldout_fixed_panel,heldout_03,food_bank,target_clear,neutral,modified,data/images/heldout/modified/heldout_03_target_clear.jpg,58f35b5752ffdb423525abeef5106063300957dd252f112f01ed27f0aa3aa2ba,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0117,44,V5_0117,v4_0693,v3_heldout_fixed_panel,heldout_07,water_lab,target_subtle,cue_bound,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0189,45,V5_0189,v4_1125,v3_heldout_fixed_panel,heldout_11,medical_lab,distractor_clear,cue_bound,clean,data/images/heldout/clean/heldout_11_clean.jpg,9f82365e694fb5376b018e23ac79b8e48bb4faf70da41b3164145c8ac50f67f5,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0195,46,V5_0195,v4_1161,v3_heldout_fixed_panel,heldout_11,medical_lab,distractor_clear,generalized,clean,data/images/heldout/clean/heldout_11_clean.jpg,9f82365e694fb5376b018e23ac79b8e48bb4faf70da41b3164145c8ac50f67f5,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0191,47,V5_0191,v4_1142,v3_heldout_fixed_panel,heldout_11,medical_lab,distractor_clear,cue_bound,modified,data/images/heldout/modified/heldout_11_distractor_clear.jpg,75fd509b252a9dc4e1ae20f574099e7d38ab19e10eaea378862826ade9092908,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0048,48,V5_0048,v4_0279,v3_heldout_fixed_panel,heldout_03,food_bank,target_clear,cue_bound,modified,data/images/heldout/modified/heldout_03_target_clear.jpg,58f35b5752ffdb423525abeef5106063300957dd252f112f01ed27f0aa3aa2ba,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0100,49,V5_0100,v4_0601,v3_heldout_fixed_panel,heldout_06,community_classroom,target_subtle,cue_bound,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0032,50,V5_0032,v4_0188,v3_heldout_fixed_panel,heldout_02,solar_operations,target_clear,generalized,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0143,51,V5_0143,v4_0854,v3_heldout_fixed_panel,heldout_08,wildlife_station,target_subtle,generalized,modified,data/images/heldout/modified/heldout_08_target_subtle.jpg,cc83bf37b69592809f245e0c6dde7b290178b6f3747df20956fa4880a051c22a,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0075,52,V5_0075,v4_0441,v3_heldout_fixed_panel,heldout_05,transit_depot,target_clear,neutral,clean,data/images/heldout/clean/heldout_05_clean.jpg,cf84b3e839c8c8f255bca1045a19e11ca88830e61fef3b34078a02e2db497a47,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0045,53,V5_0045,v4_0261,v3_heldout_fixed_panel,heldout_03,food_bank,target_clear,cue_bound,clean,data/images/heldout/clean/heldout_03_clean.jpg,f00311f5ddf53e8c00034e50edc09b1482d0faaa9e283040c721b86f80031d29,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0216,54,V5_0216,v4_1287,v3_heldout_fixed_panel,heldout_12,construction_studio,distractor_clear,generalized,modified,data/images/heldout/modified/heldout_12_distractor_clear.jpg,ba8e66becfb8c0569302f538444c627b078e331107cdad21397b10fd619fba5e,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0131,55,V5_0131,v4_0782,v3_heldout_fixed_panel,heldout_08,wildlife_station,target_subtle,neutral,modified,data/images/heldout/modified/heldout_08_target_subtle.jpg,cc83bf37b69592809f245e0c6dde7b290178b6f3747df20956fa4880a051c22a,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0094,56,V5_0094,v4_0565,v3_heldout_fixed_panel,heldout_06,community_classroom,target_subtle,neutral,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0160,57,V5_0160,v4_0961,v3_heldout_fixed_panel,heldout_09,disaster_logistics,target_subtle,generalized,modified,data/images/heldout/modified/heldout_09_target_subtle.jpg,9990a52fd7626d49cbe3e4f7238306cf60d9abeacb7ba98196d9dd67162fb1e8,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0058,58,V5_0058,v4_0349,v3_heldout_fixed_panel,heldout_04,coastal_monitoring,target_clear,neutral,modified,data/images/heldout/modified/heldout_04_target_clear.jpg,f6ebe321e4bcef0af98eb6499b2c392307067ecfe5a79fbd648cea8251e04d4c,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0042,59,V5_0042,v4_0243,v3_heldout_fixed_panel,heldout_03,food_bank,target_clear,neutral,modified,data/images/heldout/modified/heldout_03_target_clear.jpg,58f35b5752ffdb423525abeef5106063300957dd252f112f01ed27f0aa3aa2ba,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0002,60,V5_0002,v4_0008,v3_heldout_fixed_panel,heldout_01,fire_station,target_clear,neutral,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0049,61,V5_0049,v4_0295,v3_heldout_fixed_panel,heldout_03,food_bank,target_clear,generalized,clean,data/images/heldout/clean/heldout_03_clean.jpg,f00311f5ddf53e8c00034e50edc09b1482d0faaa9e283040c721b86f80031d29,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0053,62,V5_0053,v4_0314,v3_heldout_fixed_panel,heldout_03,food_bank,target_clear,generalized,modified,data/images/heldout/modified/heldout_03_target_clear.jpg,58f35b5752ffdb423525abeef5106063300957dd252f112f01ed27f0aa3aa2ba,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0209,63,V5_0209,v4_1250,v3_heldout_fixed_panel,heldout_12,construction_studio,distractor_clear,cue_bound,modified,data/images/heldout/modified/heldout_12_distractor_clear.jpg,ba8e66becfb8c0569302f538444c627b078e331107cdad21397b10fd619fba5e,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0170,64,V5_0170,v4_1016,v3_heldout_fixed_panel,heldout_10,recycling_facility,distractor_clear,cue_bound,clean,data/images/heldout/clean/heldout_10_clean.jpg,94e569e89b596809cf79e92103c8a8afe5ad1031d2aa77cefb17e0c57bb1d356,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0186,65,V5_0186,v4_1107,v3_heldout_fixed_panel,heldout_11,medical_lab,distractor_clear,neutral,modified,data/images/heldout/modified/heldout_11_distractor_clear.jpg,75fd509b252a9dc4e1ae20f574099e7d38ab19e10eaea378862826ade9092908,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0076,66,V5_0076,v4_0457,v3_heldout_fixed_panel,heldout_05,transit_depot,target_clear,neutral,modified,data/images/heldout/modified/heldout_05_target_clear.jpg,b2c44f26159afdbf104489f6fff1f45cf68e156790d0634721fee8e44fb8195b,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0062,67,V5_0062,v4_0368,v3_heldout_fixed_panel,heldout_04,coastal_monitoring,target_clear,cue_bound,clean,data/images/heldout/clean/heldout_04_clean.jpg,b802d09f20ce0050b7056f36699c6e92e37b5c46ab95f1166c0f2543c190a85d,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0077,68,V5_0077,v4_0458,v3_heldout_fixed_panel,heldout_05,transit_depot,target_clear,neutral,modified,data/images/heldout/modified/heldout_05_target_clear.jpg,b2c44f26159afdbf104489f6fff1f45cf68e156790d0634721fee8e44fb8195b,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0119,69,V5_0119,v4_0710,v3_heldout_fixed_panel,heldout_07,water_lab,target_subtle,cue_bound,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0010,70,V5_0010,v4_0061,v3_heldout_fixed_panel,heldout_01,fire_station,target_clear,cue_bound,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0005,71,V5_0005,v4_0026,v3_heldout_fixed_panel,heldout_01,fire_station,target_clear,neutral,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0128,72,V5_0128,v4_0764,v3_heldout_fixed_panel,heldout_08,wildlife_station,target_subtle,neutral,clean,data/images/heldout/clean/heldout_08_clean.jpg,4a94bc2061f06199392b2819ef9623a5ccc9010ceb0a152e1818f9e1d56cf107,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0020,73,V5_0020,v4_0116,v3_heldout_fixed_panel,heldout_02,solar_operations,target_clear,neutral,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,2,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0153,74,V5_0153,v4_0909,v3_heldout_fixed_panel,heldout_09,disaster_logistics,target_subtle,cue_bound,clean,data/images/heldout/clean/heldout_09_clean.jpg,2c97d89622e30ebe6b7b1139ecd3191a68735d26988f896790ce397fd4fd2677,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0033,75,V5_0033,v4_0189,v3_heldout_fixed_panel,heldout_02,solar_operations,target_clear,generalized,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0016,76,V5_0016,v4_0097,v3_heldout_fixed_panel,heldout_01,fire_station,target_clear,generalized,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0198,77,V5_0198,v4_1179,v3_heldout_fixed_panel,heldout_11,medical_lab,distractor_clear,generalized,modified,data/images/heldout/modified/heldout_11_distractor_clear.jpg,75fd509b252a9dc4e1ae20f574099e7d38ab19e10eaea378862826ade9092908,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0084,78,V5_0084,v4_0495,v3_heldout_fixed_panel,heldout_05,transit_depot,target_clear,cue_bound,modified,data/images/heldout/modified/heldout_05_target_clear.jpg,b2c44f26159afdbf104489f6fff1f45cf68e156790d0634721fee8e44fb8195b,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0096,79,V5_0096,v4_0567,v3_heldout_fixed_panel,heldout_06,community_classroom,target_subtle,neutral,modified,data/images/heldout/modified/heldout_06_target_subtle.jpg,b1f8886ba9156b19a72f7ed9dce225cd1cdfe44bf47a10768f2ab4d56a16b23c,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0093,80,V5_0093,v4_0549,v3_heldout_fixed_panel,heldout_06,community_classroom,target_subtle,neutral,clean,data/images/heldout/clean/heldout_06_clean.jpg,0d4db325ecfba5afd1595cf2d93648663eb06c05a1e2aecc852b387b1692d16f,experiments/v6_cross_model/prompts/system_neutral.txt,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,3,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0034,81,V5_0034,v4_0205,v3_heldout_fixed_panel,heldout_02,solar_operations,target_clear,generalized,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0088,82,V5_0088,v4_0529,v3_heldout_fixed_panel,heldout_05,transit_depot,target_clear,generalized,modified,data/images/heldout/modified/heldout_05_target_clear.jpg,b2c44f26159afdbf104489f6fff1f45cf68e156790d0634721fee8e44fb8195b,experiments/v6_cross_model/prompts/system_generalized.txt,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
CM_0046,83,V5_0046,v4_0277,v3_heldout_fixed_panel,heldout_03,food_bank,target_clear,cue_bound,modified,data/images/heldout/modified/heldout_03_target_clear.jpg,58f35b5752ffdb423525abeef5106063300957dd252f112f01ed27f0aa3aa2ba,experiments/v6_cross_model/prompts/system_cue_bound.txt,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,experiments/v6_cross_model/prompts/task_costly.txt,d32de7a38ccc6ad222414d157fdd8d74dd9e9d0e5e43dcfe65f9d01b365bc08d,1,X,x,0.80,1.00,20,deepinfra,Qwen/Qwen3.6-27B,1.0,1,none,json_object,20260815
